year	week	away_team	home_team	away_score	home_score	
1	9	3	30	-1	-1	
1	9	4	18	-1	-1	
1	9	5	17	-1	-1	
1	9	7	19	-1	-1	
1	9	11	10	-1	-1	
1	9	12	22	-1	-1	
1	9	13	2	-1	-1	
1	9	21	23	-1	-1	
1	9	24	9	-1	-1	
1	9	25	8	-1	-1	
1	9	27	6	-1	-1	
1	9	29	31	-1	-1	
1	10	1	0	-1	-1	
1	10	6	4	-1	-1	
1	10	9	2	-1	-1	
1	10	11	3	-1	-1	
1	10	15	14	-1	-1	
1	10	19	5	-1	-1	
1	10	20	27	-1	-1	
1	10	22	23	-1	-1	
1	10	24	7	-1	-1	
1	10	26	8	-1	-1	
1	10	28	16	-1	-1	
1	10	29	17	-1	-1	
1	10	30	21	-1	-1	
1	10	31	12	-1	-1	
1	11	2	0	-1	-1	
1	11	3	29	-1	-1	
1	11	8	7	-1	-1	
1	11	9	25	-1	-1	
1	11	10	4	-1	-1	
1	11	13	12	-1	-1	
1	11	14	1	-1	-1	
1	11	16	30	-1	-1	
1	11	17	6	-1	-1	
1	11	18	28	-1	-1	
1	11	21	20	-1	-1	
1	11	23	15	-1	-1	
1	11	26	11	-1	-1	
1	11	27	24	-1	-1	
1	11	31	19	-1	-1	
1	12	0	13	-1	-1	
1	12	1	31	-1	-1	
1	12	4	17	-1	-1	
1	12	7	5	-1	-1	
1	12	8	10	-1	-1	
1	12	11	9	-1	-1	
1	12	12	3	-1	-1	
1	12	19	18	-1	-1	
1	12	20	16	-1	-1	
1	12	22	27	-1	-1	
1	12	24	23	-1	-1	
1	12	25	26	-1	-1	
1	12	28	14	-1	-1	
1	12	29	15	-1	-1	
1	12	30	2	-1	-1	
1	13	3	1	-1	-1	
1	13	5	6	-1	-1	
1	13	7	10	-1	-1	
1	13	9	8	-1	-1	
1	13	14	13	-1	-1	
1	13	15	22	-1	-1	
1	13	16	4	-1	-1	
1	13	17	31	-1	-1	
1	13	18	2	-1	-1	
1	13	19	0	-1	-1	
1	13	21	25	-1	-1	
1	13	23	20	-1	-1	
1	13	24	26	-1	-1	
1	13	28	29	-1	-1	
1	14	1	28	-1	-1	
1	14	4	6	-1	-1	
1	14	8	24	-1	-1	
1	14	9	11	-1	-1	
1	14	15	12	-1	-1	
1	14	17	16	-1	-1	
1	14	18	7	-1	-1	
1	14	20	13	-1	-1	
1	14	22	21	-1	-1	
1	14	23	10	-1	-1	
1	14	25	27	-1	-1	
1	14	26	5	-1	-1	
1	14	29	30	-1	-1	
1	14	31	0	-1	-1	
1	15	0	2	-1	-1	
1	15	3	14	-1	-1	
1	15	4	11	-1	-1	
1	15	6	7	-1	-1	
1	15	10	5	-1	-1	
1	15	12	8	-1	-1	
1	15	13	15	-1	-1	
1	15	16	19	-1	-1	
1	15	17	18	-1	-1	
1	15	20	22	-1	-1	
1	15	21	26	-1	-1	
1	15	24	25	-1	-1	
1	15	27	9	-1	-1	
1	15	29	23	-1	-1	
1	15	30	1	-1	-1	
1	15	31	28	-1	-1	
1	16	1	3	-1	-1	
1	16	2	31	-1	-1	
1	16	5	4	-1	-1	
1	16	7	13	-1	-1	
1	16	8	6	-1	-1	
1	16	9	10	-1	-1	
1	16	11	27	-1	-1	
1	16	14	21	-1	-1	
1	16	15	0	-1	-1	
1	16	16	17	-1	-1	
1	16	18	19	-1	-1	
1	16	22	24	-1	-1	
1	16	23	12	-1	-1	
1	16	25	20	-1	-1	
1	16	26	29	-1	-1	
1	16	28	30	-1	-1	
1	17	2	12	-1	-1	
1	17	4	14	-1	-1	
1	17	5	7	-1	-1	
1	17	6	10	-1	-1	
1	17	11	8	-1	-1	
1	17	13	23	-1	-1	
1	17	15	3	-1	-1	
1	17	18	25	-1	-1	
1	17	19	16	-1	-1	
1	17	21	17	-1	-1	
1	17	22	9	-1	-1	
1	17	24	27	-1	-1	
1	17	26	20	-1	-1	
1	17	28	0	-1	-1	
1	17	29	1	-1	-1	
1	17	30	31	-1	-1	
1	18	0	1	-1	-1	
1	18	3	2	-1	-1	
1	18	6	5	-1	-1	
1	18	7	4	-1	-1	
1	18	8	9	-1	-1	
1	18	10	11	-1	-1	
1	18	12	13	-1	-1	
1	18	14	15	-1	-1	
1	18	16	18	-1	-1	
1	18	17	19	-1	-1	
1	18	20	21	-1	-1	
1	18	23	22	-1	-1	
1	18	25	24	-1	-1	
1	18	27	26	-1	-1	
1	18	30	28	-1	-1	
1	18	31	29	-1	-1	
2	1	3	1	-1	-1	
2	1	5	26	-1	-1	
2	1	7	24	-1	-1	
2	1	8	18	-1	-1	
2	1	10	11	-1	-1	
2	1	12	9	-1	-1	
2	1	13	4	-1	-1	
2	1	15	6	-1	-1	
2	1	20	2	-1	-1	
2	1	21	0	-1	-1	
2	1	23	30	-1	-1	
2	1	25	16	-1	-1	
2	1	27	17	-1	-1	
2	1	28	14	-1	-1	
2	1	29	22	-1	-1	
2	1	31	19	-1	-1	
2	2	0	20	-1	-1	
2	2	1	15	-1	-1	
2	2	4	12	-1	-1	
2	2	5	3	-1	-1	
2	2	6	13	-1	-1	
2	2	9	10	-1	-1	
2	2	11	8	-1	-1	
2	2	14	29	-1	-1	
2	2	17	16	-1	-1	
2	2	19	18	-1	-1	
2	2	22	2	-1	-1	
2	2	23	27	-1	-1	
2	2	25	7	-1	-1	
2	2	26	24	-1	-1	
2	2	28	21	-1	-1	
2	2	30	31	-1	-1	
2	3	2	0	-1	-1	
2	3	7	6	-1	-1	
2	3	8	5	-1	-1	
2	3	10	4	-1	-1	
2	3	13	30	-1	-1	
2	3	14	12	-1	-1	
2	3	16	22	-1	-1	
2	3	17	26	-1	-1	
2	3	18	1	-1	-1	
2	3	19	11	-1	-1	
2	3	20	28	-1	-1	
2	3	21	3	-1	-1	
2	3	24	9	-1	-1	
2	3	27	25	-1	-1	
2	3	29	15	-1	-1	
2	3	31	23	-1	-1	
2	4	0	8	-1	-1	
2	4	1	9	-1	-1	
2	4	2	10	-1	-1	
2	4	3	14	-1	-1	
2	4	4	7	-1	-1	
2	4	6	27	-1	-1	
2	4	12	31	-1	-1	
2	4	13	5	-1	-1	
2	4	15	28	-1	-1	
2	4	16	11	-1	-1	
2	4	18	25	-1	-1	
2	4	20	23	-1	-1	
2	4	21	22	-1	-1	
2	4	24	17	-1	-1	
2	4	26	19	-1	-1	
2	4	30	29	-1	-1	
2	5	0	3	-1	-1	
2	5	2	13	-1	-1	
2	5	5	12	-1	-1	
2	5	8	17	-1	-1	
2	5	9	6	-1	-1	
2	5	10	16	-1	-1	
2	5	11	1	-1	-1	
2	5	15	7	-1	-1	
2	5	19	24	-1	-1	
2	5	22	20	-1	-1	
2	5	23	21	-1	-1	
2	5	26	25	-1	-1	
2	5	27	18	-1	-1	
2	5	29	4	-1	-1	
2	5	30	28	-1	-1	
2	5	31	14	-1	-1	
2	6	1	2	-1	-1	
2	6	4	5	-1	-1	
2	6	6	24	-1	-1	
2	6	7	13	-1	-1	
2	6	9	0	-1	-1	
2	6	10	3	-1	-1	
2	6	14	30	-1	-1	
2	6	16	27	-1	-1	
2	6	20	12	-1	-1	
2	6	21	15	-1	-1	
2	6	22	26	-1	-1	
2	6	25	11	-1	-1	
2	6	28	18	-1	-1	
2	6	31	29	-1	-1	
2	7	1	21	-1	-1	
2	7	2	23	-1	-1	
2	7	5	15	-1	-1	
2	7	6	0	-1	-1	
2	7	8	11	-1	-1	
2	7	14	13	-1	-1	
2	7	17	10	-1	-1	
2	7	18	26	-1	-1	
2	7	19	20	-1	-1	
2	7	24	31	-1	-1	
2	7	27	4	-1	-1	
2	7	29	16	-1	-1	
2	7	30	22	-1	-1	
2	8	0	2	-1	-1	
2	8	3	20	-1	-1	
2	8	10	9	-1	-1	
2	8	11	7	-1	-1	
2	8	12	15	-1	-1	
2	8	14	8	-1	-1	
2	8	16	19	-1	-1	
2	8	18	17	-1	-1	
2	8	22	1	-1	-1	
2	8	23	29	-1	-1	
2	8	24	5	-1	-1	
2	8	25	28	-1	-1	
2	8	26	6	-1	-1	
2	8	27	30	-1	-1	
2	8	31	21	-1	-1	
2	9	0	22	-1	-1	
2	9	1	10	-1	-1	
2	9	4	26	-1	-1	
2	9	5	25	-1	-1	
2	9	7	27	-1	-1	
2	9	8	2	-1	-1	
2	9	9	3	-1	-1	
2	9	11	18	-1	-1	
2	9	15	14	-1	-1	
2	9	17	19	-1	-1	
2	9	21	23	-1	-1	
2	9	28	13	-1	-1	
2	9	29	12	-1	-1	
2	9	31	6	-1	-1	
2	10	3	2	-1	-1	
2	10	6	4	-1	-1	
2	10	9	8	-1	-1	
2	10	13	10	-1	-1	
2	10	15	11	-1	-1	
2	10	16	24	-1	-1	
2	10	17	25	-1	-1	
2	10	18	21	-1	-1	
2	10	19	0	-1	-1	
2	10	20	31	-1	-1	
2	10	22	23	-1	-1	
2	10	27	5	-1	-1	
2	10	28	7	-1	-1	
2	10	30	12	-1	-1	
2	11	1	0	-1	-1	
2	11	2	9	-1	-1	
2	11	10	8	-1	-1	
2	11	11	17	-1	-1	
2	11	12	7	-1	-1	
2	11	13	29	-1	-1	
2	11	14	4	-1	-1	
2	11	19	27	-1	-1	
2	11	21	20	-1	-1	
2	11	23	3	-1	-1	
2	11	24	18	-1	-1	
2	11	25	6	-1	-1	
2	11	26	16	-1	-1	
2	11	30	15	-1	-1	
2	11	31	28	-1	-1	
2	12	0	11	-1	-1	
2	12	4	25	-1	-1	
2	12	7	5	-1	-1	
2	12	8	1	-1	-1	
2	12	9	19	-1	-1	
2	12	12	14	-1	-1	
2	12	15	13	-1	-1	
2	12	16	2	-1	-1	
2	12	17	3	-1	-1	
2	12	18	10	-1	-1	
2	12	20	24	-1	-1	
2	12	22	31	-1	-1	
2	12	27	26	-1	-1	
2	12	28	23	-1	-1	
2	12	29	30	-1	-1	
2	13	2	1	-1	-1	
2	13	3	22	-1	-1	
2	13	5	6	-1	-1	
2	13	7	14	-1	-1	
2	13	11	9	-1	-1	
2	13	13	12	-1	-1	
2	13	16	17	-1	-1	
2	13	21	29	-1	-1	
2	13	23	20	-1	-1	
2	13	24	4	-1	-1	
2	13	25	19	-1	-1	
2	13	26	10	-1	-1	
2	13	27	8	-1	-1	
2	13	28	30	-1	-1	
2	14	3	0	-1	-1	
2	14	4	6	-1	-1	
2	14	9	16	-1	-1	
2	14	12	28	-1	-1	
2	14	13	15	-1	-1	
2	14	17	18	-1	-1	
2	14	19	8	-1	-1	
2	14	20	1	-1	-1	
2	14	22	21	-1	-1	
2	14	23	14	-1	-1	
2	14	25	24	-1	-1	
2	14	26	7	-1	-1	
2	14	29	31	-1	-1	
2	14	30	5	-1	-1	
2	15	0	12	-1	-1	
2	15	1	3	-1	-1	
2	15	4	15	-1	-1	
2	15	6	7	-1	-1	
2	15	8	10	-1	-1	
2	15	11	2	-1	-1	
2	15	14	5	-1	-1	
2	15	17	23	-1	-1	
2	15	18	9	-1	-1	
2	15	19	16	-1	-1	
2	15	20	22	-1	-1	
2	15	21	30	-1	-1	
2	15	24	27	-1	-1	
2	15	25	26	-1	-1	
2	15	28	29	-1	-1	
2	15	31	13	-1	-1	
2	16	2	21	-1	-1	
2	16	3	8	-1	-1	
2	16	5	4	-1	-1	
2	16	7	1	-1	-1	
2	16	9	11	-1	-1	
2	16	10	19	-1	-1	
2	16	12	6	-1	-1	
2	16	13	14	-1	-1	
2	16	15	31	-1	-1	
2	16	16	18	-1	-1	
2	16	22	28	-1	-1	
2	16	23	0	-1	-1	
2	16	24	25	-1	-1	
2	16	26	27	-1	-1	
2	16	29	20	-1	-1	
2	16	30	17	-1	-1	
2	17	1	23	-1	-1	
2	17	3	11	-1	-1	
2	17	4	2	-1	-1	
2	17	5	7	-1	-1	
2	17	6	14	-1	-1	
2	17	10	0	-1	-1	
2	17	15	12	-1	-1	
2	17	16	8	-1	-1	
2	17	17	9	-1	-1	
2	17	18	19	-1	-1	
2	17	21	25	-1	-1	
2	17	22	13	-1	-1	
2	17	26	29	-1	-1	
2	17	27	24	-1	-1	
2	17	28	31	-1	-1	
2	17	30	20	-1	-1	
2	18	0	1	-1	-1	
2	18	2	3	-1	-1	
2	18	6	5	-1	-1	
2	18	7	4	-1	-1	
2	18	8	9	-1	-1	
2	18	11	10	-1	-1	
2	18	12	13	-1	-1	
2	18	14	15	-1	-1	
2	18	18	16	-1	-1	
2	18	19	17	-1	-1	
2	18	20	21	-1	-1	
2	18	23	22	-1	-1	
2	18	24	26	-1	-1	
2	18	25	27	-1	-1	
2	18	29	28	-1	-1	
2	18	31	30	-1	-1	
3	1	1	3	-1	-1	
3	1	2	25	-1	-1	
3	1	7	6	-1	-1	
3	1	10	29	-1	-1	
3	1	11	28	-1	-1	
3	1	12	0	-1	-1	
3	1	14	8	-1	-1	
3	1	15	9	-1	-1	
3	1	16	13	-1	-1	
3	1	18	21	-1	-1	
3	1	19	27	-1	-1	
3	1	20	5	-1	-1	
3	1	22	4	-1	-1	
3	1	23	17	-1	-1	
3	1	30	24	-1	-1	
3	1	31	26	-1	-1	
3	2	0	1	-1	-1	
3	2	3	2	-1	-1	
3	2	4	20	-1	-1	
3	2	6	15	-1	-1	
3	2	8	12	-1	-1	
3	2	9	14	-1	-1	
3	2	10	7	-1	-1	
3	2	13	18	-1	-1	
3	2	16	22	-1	-1	
3	2	17	19	-1	-1	
3	2	21	5	-1	-1	
3	2	23	31	-1	-1	
3	2	26	24	-1	-1	
3	2	27	25	-1	-1	
3	2	29	28	-1	-1	
3	2	30	11	-1	-1	
3	3	1	8	-1	-1	
3	3	2	10	-1	-1	
3	3	5	4	-1	-1	
3	3	11	9	-1	-1	
3	3	13	12	-1	-1	
3	3	14	17	-1	-1	
3	3	18	15	-1	-1	
3	3	19	23	-1	-1	
3	3	20	16	-1	-1	
3	3	22	7	-1	-1	
3	3	24	21	-1	-1	
3	3	25	6	-1	-1	
3	3	26	29	-1	-1	
3	3	27	3	-1	-1	
3	3	28	0	-1	-1	
3	3	31	30	-1	-1	
3	4	4	2	-1	-1	
3	4	5	1	-1	-1	
3	4	6	0	-1	-1	
3	4	7	13	-1	-1	
3	4	8	11	-1	-1	
3	4	9	31	-1	-1	
3	4	12	19	-1	-1	
3	4	14	10	-1	-1	
3	4	15	16	-1	-1	
3	4	17	18	-1	-1	
3	4	20	23	-1	-1	
3	4	22	21	-1	-1	
3	4	24	3	-1	-1	
3	4	25	30	-1	-1	
3	4	28	26	-1	-1	
3	4	29	27	-1	-1	
3	5	0	9	-1	-1	
3	5	1	24	-1	-1	
3	5	2	26	-1	-1	
3	5	3	6	-1	-1	
3	5	4	7	-1	-1	
3	5	5	14	-1	-1	
3	5	10	12	-1	-1	
3	5	15	11	-1	-1	
3	5	17	16	-1	-1	
3	5	18	8	-1	-1	
3	5	19	13	-1	-1	
3	5	21	20	-1	-1	
3	5	23	22	-1	-1	
3	5	27	28	-1	-1	
3	5	29	30	-1	-1	
3	5	31	25	-1	-1	
3	6	0	4	-1	-1	
3	6	1	7	-1	-1	
3	6	6	5	-1	-1	
3	6	8	10	-1	-1	
3	6	9	28	-1	-1	
3	6	11	14	-1	-1	
3	6	13	17	-1	-1	
3	6	16	25	-1	-1	
3	6	19	18	-1	-1	
3	6	20	12	-1	-1	
3	6	21	29	-1	-1	
3	6	22	15	-1	-1	
3	6	24	31	-1	-1	
3	6	30	3	-1	-1	
3	7	2	3	-1	-1	
3	7	5	23	-1	-1	
3	7	6	22	-1	-1	
3	7	9	4	-1	-1	
3	7	10	15	-1	-1	
3	7	13	14	-1	-1	
3	7	17	21	-1	-1	
3	7	18	24	-1	-1	
3	7	25	29	-1	-1	
3	7	26	1	-1	-1	
3	7	27	20	-1	-1	
3	7	28	19	-1	-1	
3	7	31	8	-1	-1	
3	8	1	0	-1	-1	
3	8	3	11	-1	-1	
3	8	4	5	-1	-1	
3	8	7	20	-1	-1	
3	8	12	15	-1	-1	
3	8	13	2	-1	-1	
3	8	19	22	-1	-1	
3	8	21	6	-1	-1	
3	8	23	18	-1	-1	
3	8	24	27	-1	-1	
3	8	25	26	-1	-1	
3	8	28	10	-1	-1	
3	8	29	9	-1	-1	
3	8	30	16	-1	-1	
3	8	31	17	-1	-1	
3	9	0	7	-1	-1	
3	9	2	5	-1	-1	
3	9	3	25	-1	-1	
3	9	4	21	-1	-1	
3	9	6	1	-1	-1	
3	9	8	29	-1	-1	
3	9	10	30	-1	-1	
3	9	11	31	-1	-1	
3	9	15	13	-1	-1	
3	9	16	14	-1	-1	
3	9	18	12	-1	-1	
3	9	19	9	-1	-1	
3	9	22	23	-1	-1	
3	9	26	27	-1	-1	
3	10	0	2	-1	-1	
3	10	7	5	-1	-1	
3	10	9	8	-1	-1	
3	10	14	1	-1	-1	
3	10	15	3	-1	-1	
3	10	16	11	-1	-1	
3	10	17	12	-1	-1	
3	10	20	19	-1	-1	
3	10	21	23	-1	-1	
3	10	24	28	-1	-1	
3	10	25	22	-1	-1	
3	10	26	30	-1	-1	
3	10	27	4	-1	-1	
3	10	31	10	-1	-1	
3	11	1	2	-1	-1	
3	11	3	26	-1	-1	
3	11	5	0	-1	-1	
3	11	6	4	-1	-1	
3	11	12	11	-1	-1	
3	11	13	8	-1	-1	
3	11	14	18	-1	-1	
3	11	17	15	-1	-1	
3	11	19	16	-1	-1	
3	11	22	20	-1	-1	
3	11	23	7	-1	-1	
3	11	27	31	-1	-1	
3	11	28	25	-1	-1	
3	11	29	24	-1	-1	
3	11	30	9	-1	-1	
3	12	0	27	-1	-1	
3	12	2	6	-1	-1	
3	12	4	3	-1	-1	
3	12	8	30	-1	-1	
3	12	11	10	-1	-1	
3	12	12	13	-1	-1	
3	12	15	14	-1	-1	
3	12	16	23	-1	-1	
3	12	18	17	-1	-1	
3	12	20	28	-1	-1	
3	12	21	19	-1	-1	
3	12	24	5	-1	-1	
3	12	25	1	-1	-1	
3	12	26	7	-1	-1	
3	12	31	29	-1	-1	
3	13	3	0	-1	-1	
3	13	5	6	-1	-1	
3	13	7	21	-1	-1	
3	13	10	9	-1	-1	
3	13	11	13	-1	-1	
3	13	14	12	-1	-1	
3	13	16	17	-1	-1	
3	13	22	18	-1	-1	
3	13	23	20	-1	-1	
3	13	24	26	-1	-1	
3	13	28	8	-1	-1	
3	13	29	1	-1	-1	
3	13	30	27	-1	-1	
3	13	31	2	-1	-1	
3	14	0	24	-1	-1	
3	14	7	4	-1	-1	
3	14	8	9	-1	-1	
3	14	12	16	-1	-1	
3	14	14	15	-1	-1	
3	14	17	10	-1	-1	
3	14	18	19	-1	-1	
3	14	20	6	-1	-1	
3	14	21	22	-1	-1	
3	14	23	13	-1	-1	
3	14	26	25	-1	-1	
3	14	27	2	-1	-1	
3	14	29	11	-1	-1	
3	14	30	28	-1	-1	
3	15	2	1	-1	-1	
3	15	3	5	-1	-1	
3	15	4	12	-1	-1	
3	15	6	7	-1	-1	
3	15	8	15	-1	-1	
3	15	9	11	-1	-1	
3	15	13	10	-1	-1	
3	15	16	18	-1	-1	
3	15	19	14	-1	-1	
3	15	20	21	-1	-1	
3	15	22	17	-1	-1	
3	15	25	0	-1	-1	
3	15	26	23	-1	-1	
3	15	27	24	-1	-1	
3	15	28	31	-1	-1	
3	15	30	29	-1	-1	
3	16	0	3	-1	-1	
3	16	1	27	-1	-1	
3	16	5	22	-1	-1	
3	16	7	2	-1	-1	
3	16	10	8	-1	-1	
3	16	11	6	-1	-1	
3	16	12	9	-1	-1	
3	16	14	13	-1	-1	
3	16	15	19	-1	-1	
3	16	17	26	-1	-1	
3	16	18	20	-1	-1	
3	16	21	16	-1	-1	
3	16	23	4	-1	-1	
3	16	24	25	-1	-1	
3	16	28	30	-1	-1	
3	16	29	31	-1	-1	
3	17	1	4	-1	-1	
3	17	6	23	-1	-1	
3	17	7	3	-1	-1	
3	17	8	5	-1	-1	
3	17	9	13	-1	-1	
3	17	10	11	-1	-1	
3	17	15	12	-1	-1	
3	17	16	19	-1	-1	
3	17	17	20	-1	-1	
3	17	21	14	-1	-1	
3	17	22	30	-1	-1	
3	17	24	2	-1	-1	
3	17	25	27	-1	-1	
3	17	26	0	-1	-1	
3	17	29	18	-1	-1	
3	17	31	28	-1	-1	
3	18	2	0	-1	-1	
3	18	3	1	-1	-1	
3	18	4	6	-1	-1	
3	18	5	7	-1	-1	
3	18	9	10	-1	-1	
3	18	11	8	-1	-1	
3	18	12	14	-1	-1	
3	18	13	15	-1	-1	
3	18	18	16	-1	-1	
3	18	19	17	-1	-1	
3	18	20	22	-1	-1	
3	18	23	21	-1	-1	
3	18	25	24	-1	-1	
3	18	27	26	-1	-1	
3	18	28	29	-1	-1	
3	18	30	31	-1	-1	
4	1	2	0	-1	-1	
4	1	4	11	-1	-1	
4	1	6	9	-1	-1	
4	1	7	12	-1	-1	
4	1	8	21	-1	-1	
4	1	10	23	-1	-1	
4	1	13	14	-1	-1	
4	1	15	25	-1	-1	
4	1	16	3	-1	-1	
4	1	18	29	-1	-1	
4	1	19	1	-1	-1	
4	1	20	27	-1	-1	
4	1	22	24	-1	-1	
4	1	28	17	-1	-1	
4	1	30	26	-1	-1	
4	1	31	5	-1	-1	
4	2	0	6	-1	-1	
4	2	3	19	-1	-1	
4	2	5	28	-1	-1	
4	2	8	2	-1	-1	
4	2	9	4	-1	-1	
4	2	11	7	-1	-1	
4	2	12	13	-1	-1	
4	2	14	15	-1	-1	
4	2	17	1	-1	-1	
4	2	18	22	-1	-1	
4	2	20	10	-1	-1	
4	2	21	23	-1	-1	
4	2	24	27	-1	-1	
4	2	26	25	-1	-1	
4	2	29	30	-1	-1	
4	2	31	16	-1	-1	
4	3	1	3	-1	-1	
4	3	4	29	-1	-1	
4	3	5	7	-1	-1	
4	3	10	9	-1	-1	
4	3	13	11	-1	-1	
4	3	15	8	-1	-1	
4	3	16	2	-1	-1	
4	3	19	31	-1	-1	
4	3	22	20	-1	-1	
4	3	23	12	-1	-1	
4	3	24	21	-1	-1	
4	3	25	0	-1	-1	
4	3	26	14	-1	-1	
4	3	27	17	-1	-1	
4	3	28	6	-1	-1	
4	3	30	18	-1	-1	
4	4	0	12	-1	-1	
4	4	1	13	-1	-1	
4	4	2	5	-1	-1	
4	4	3	15	-1	-1	
4	4	4	8	-1	-1	
4	4	6	31	-1	-1	
4	4	7	30	-1	-1	
4	4	9	22	-1	-1	
4	4	11	10	-1	-1	
4	4	16	17	-1	-1	
4	4	19	18	-1	-1	
4	4	21	26	-1	-1	
4	4	23	24	-1	-1	
4	4	25	20	-1	-1	
4	4	27	14	-1	-1	
4	4	29	28	-1	-1	
4	5	1	4	-1	-1	
4	5	3	2	-1	-1	
4	5	6	10	-1	-1	
4	5	8	7	-1	-1	
4	5	12	9	-1	-1	
4	5	13	27	-1	-1	
4	5	14	0	-1	-1	
4	5	15	24	-1	-1	
4	5	17	19	-1	-1	
4	5	18	16	-1	-1	
4	5	21	20	-1	-1	
4	5	22	25	-1	-1	
4	5	26	23	-1	-1	
4	5	28	11	-1	-1	
4	5	29	31	-1	-1	
4	5	30	5	-1	-1	
4	6	0	1	-1	-1	
4	6	5	29	-1	-1	
4	6	9	23	-1	-1	
4	6	10	4	-1	-1	
4	6	11	8	-1	-1	
4	6	12	3	-1	-1	
4	6	13	2	-1	-1	
4	6	16	6	-1	-1	
4	6	17	21	-1	-1	
4	6	19	7	-1	-1	
4	6	20	14	-1	-1	
4	6	27	22	-1	-1	
4	6	30	28	-1	-1	
4	6	31	25	-1	-1	
4	7	0	16	-1	-1	
4	7	1	18	-1	-1	
4	7	5	4	-1	-1	
4	7	8	6	-1	-1	
4	7	9	3	-1	-1	
4	7	15	14	-1	-1	
4	7	22	11	-1	-1	
4	7	23	30	-1	-1	
4	7	24	13	-1	-1	
4	7	25	21	-1	-1	
4	7	26	19	-1	-1	
4	7	28	27	-1	-1	
4	7	29	17	-1	-1	
4	8	2	19	-1	-1	
4	8	3	1	-1	-1	
4	8	5	15	-1	-1	
4	8	7	6	-1	-1	
4	8	13	12	-1	-1	
4	8	14	10	-1	-1	
4	8	17	0	-1	-1	
